ID,TI,DO,UR,PY
105,Periapical granuloma associated with extracted teeth,10.4103/1119-3077.86770,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855235649&doi=10.4103%2f1119-3077.86770&partnerID=40&md5=a01f7c1113162eaad7bfa5861bb766bd,2011
106,Dental status of patients with mental disorders in a Nigerian teaching hospital: A preliminary survey,10.1111/j.1754-4505.2011.00193.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960117931&doi=10.1111%2fj.1754-4505.2011.00193.x&partnerID=40&md5=db6dc17a13888bc179b75f6bb533a307,2011
107,"Dental health knowledge, attitude and practice on the occurrence of dental caries among adolescents in a local government area (LGA) of Oyo state, Nigeria",10.3923/aje.2008.64.71,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958113174&doi=10.3923%2faje.2008.64.71&partnerID=40&md5=3eba20caabd4995856e32552adfdcaab,2011
108,"Etiological spectrum, injury characteristics and treatment outcome of maxillofacial injuries in a Tanzanian teaching hospital",10.1186/1752-2897-5-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051768132&doi=10.1186%2f1752-2897-5-7&partnerID=40&md5=96fc5c219585d8ea866ed28237afeb35,2011
109,Evaluation of dentoskeletal parameters in Senegalese subjects using orthodontic architectural analysis,10.1016/j.ortho.2011.03.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860396155&doi=10.1016%2fj.ortho.2011.03.013&partnerID=40&md5=5f871d67ebafe5ad1c8cdf92745a27a2,2011
110,"Anteroposterior, vertical and space malocclusions in adolescents with special needs in Lagos, Nigeria.",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055074986&partnerID=40&md5=4521a7cb6c8474e9c7ba3a069c53baf8,2011
111,"Knowledge and Attitude of PLWHA concerning oral lesions of HIV/AIDS among patients of PEPFAR clinic in Lagos University Teaching Hospital (LUTH) Lagos, Nigeria.",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052061377&partnerID=40&md5=f7104d8fc386867b3e6a72a7f59a03f8,2011
112,An overview of cleft care in Nigeria.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052051786&partnerID=40&md5=ec0e05b218f2e77ea98ebdb4c44ba670,2011
113,Hygiene behaviour and associated factors among in-school adolescents in nine african countries,10.1007/s12529-010-9109-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960188291&doi=10.1007%2fs12529-010-9109-6&partnerID=40&md5=3c083ad14c9e341eea7e379ca3a61a3d,2011
114,Nigerian dentists' knowledge of the current guidelines for preventing infective endocarditis,10.1922/CDH_2718Adeyemo04,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959253328&doi=10.1922%2fCDH_2718Adeyemo04&partnerID=40&md5=d9871b2261cc6b9f2ee79bdca6ca8f25,2011
115,Facial reconstruction in the developing world: A complicated matter,10.1016/j.bjoms.2009.08.044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957810522&doi=10.1016%2fj.bjoms.2009.08.044&partnerID=40&md5=9c1ce436b7ab4967dbf151b6673d6b9e,2011
116,A randomized comparison of the effect of partial and total wound closure techniques on postoperative morbidity after mandibular third molar surgery,10.1016/j.joms.2011.01.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956361118&doi=10.1016%2fj.joms.2011.01.025&partnerID=40&md5=98f61abfc54e7ddacd96395915873132,2011
117,Dental Injuries in 12-year Old Nigerian students,10.1111/j.1600-9657.2011.00997.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955898152&doi=10.1111%2fj.1600-9657.2011.00997.x&partnerID=40&md5=9bd9b0e1e014c18bf5d846fcdeb59572,2011
118,"The role of traditional healers in tooth extractions in Lekie Division, Cameroon",10.1186/1746-4269-7-15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959712049&doi=10.1186%2f1746-4269-7-15&partnerID=40&md5=1e5e8d197cb4f23993967cc8486afa52,2011
119,Discriminative ability of the generic and condition-specific Child-Oral Impacts on Daily Performances (Child-OIDP) by the Limpopo-Arusha School Health (LASH) Project: A cross-sectional study,10.1186/1471-2431-11-45,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957491417&doi=10.1186%2f1471-2431-11-45&partnerID=40&md5=3d7c90c04b07bf4272f980ba8a3b5040,2011
120,"Clinico-pathological profile of head and neck malignancies at University College Hospital, Ibadan, Nigeria",10.1186/1746-160X-7-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955848454&doi=10.1186%2f1746-160X-7-9&partnerID=40&md5=c45108c61ee0dea59515ff63284fe2cb,2011
121,Oral hygiene measures and the periodontal status of school children,10.1111/j.1601-5037.2010.00466.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052125500&doi=10.1111%2fj.1601-5037.2010.00466.x&partnerID=40&md5=a904c57b0f918361ee0b8d39fef6c6a9,2011
122,Orofacial and dental injuries associated with seizures in paediatric patients in Lagos University Teaching Hospital,10.1016/j.ijporl.2011.02.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954628408&doi=10.1016%2fj.ijporl.2011.02.006&partnerID=40&md5=a955abe0974d51b25c105bf8826616df,2011
123,"Effect of age, impaction types and operative time on inflammatory tissue reactions following lower third molar surgery",10.1186/1746-160X-7-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958753475&doi=10.1186%2f1746-160X-7-8&partnerID=40&md5=deeba7ebac1505e10c502b0f17baf8eb,2011
124,"Maxillofacial injuries in Calabar south-south, Nigeria: a 5 year study of jawbone fractures.",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82255179726&partnerID=40&md5=1efaa45223801614e6167880ddbaf5e8,2011
125,The delusion of halitosis: experience at an eastern Nigerian tertiary hospital.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82255170731&partnerID=40&md5=9fb0f5cf72e819a19ed76b733e7bc3ae,2011
126,Variations of crown dimensions of permanent dentitions in a selected population of Nigerian children.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053448134&partnerID=40&md5=b5e0b052989ccf329d0a70d89ad12015,2011
127,Class III Atraumatic Restorative Treatment (ART) in adults living in West Africa - Outcomes after 48 months,10.1111/j.1600-0528.2010.00574.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952475735&doi=10.1111%2fj.1600-0528.2010.00574.x&partnerID=40&md5=393c58d22381e56c43bd53ce64626d64,2011
128,Psychological distress and social support are determinants of changing oral health status among an immigrant population from Ethiopia,10.1111/j.1600-0528.2010.00581.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952461210&doi=10.1111%2fj.1600-0528.2010.00581.x&partnerID=40&md5=0282618ead2570e5a6f872540c95daf6,2011
129,The dilemma of selecting suitable proximal carious lesions in primary molars for restoration using ART technique,10.1922/CDH_2493Kemoli05,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955720806&doi=10.1922%2fCDH_2493Kemoli05&partnerID=40&md5=c97e633274ea55905d924acfc582efa3,2011
130,Survey of management of children with cleft lip and palate in teaching and specialist hospitals in Nigeria,10.1597/08-184,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952565653&doi=10.1597%2f08-184&partnerID=40&md5=64496ac224722573266a25c32b047236,2011
131,An assessment of orofacial clefts in Tanzania,10.1186/1472-6831-11-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251603204&doi=10.1186%2f1472-6831-11-5&partnerID=40&md5=690d0d8305bb36299e919cacdcc475a0,2011
132,Clinico-histopathologic types of maxillofacial malignancies with emphasis on sarcomas: A 10-year review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904786176&partnerID=40&md5=f5a4cd5066e52c4d424f4c8927e22149,2011
133,Pilot pathfinder survey of oral hygiene and periodontal conditions in the rural population of The Gambia (West Africa),10.1111/j.1601-5037.2009.00435.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855545353&doi=10.1111%2fj.1601-5037.2009.00435.x&partnerID=40&md5=d251f2b4c40e72bf05b87f6576e84732,2011
134,Assessment of Atraumatic Restorative Treatment (ART) on the permanent dentition in a primary care setting in Nigeria,10.1111/j.1875-595X.2011.00001.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952562083&doi=10.1111%2fj.1875-595X.2011.00001.x&partnerID=40&md5=ba5d43957d042acb887174fc6b95e778,2011
135,A survey of orofacial injuries among basketball players,10.1111/j.1875-595X.2011.00009.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952550423&doi=10.1111%2fj.1875-595X.2011.00009.x&partnerID=40&md5=21610286ba828fc19b19670968b27167,2011
136,"Assessment of factors associated with dental caries in rural communities in Rakai District, Uganda",10.1007/s00784-009-0363-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751649974&doi=10.1007%2fs00784-009-0363-4&partnerID=40&md5=7a8a431ed2284ee25a8cfdc90ba17a67,2011
137,"Knowledge and practice of traditional healers in oral health in the Bui Division, Cameroon",10.1186/1746-4269-7-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651373510&doi=10.1186%2f1746-4269-7-6&partnerID=40&md5=14bb87e3fa511c1fa64e318a6af92918,2011
138,Cameroonian dentists' opinion on training and quality of dental services rendered by dental auxiliaries,10.4314/aas.v7i1.67028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079238459&doi=10.4314%2faas.v7i1.67028&partnerID=40&md5=a75c8fcc67a752985dca1c125ea95192,2011
139,Surgical treatment for cellulitis of odontogenic origin in the Oral and Maxillofacial Surgery Service of the University Hospital of Antananarivo,10.1051/mbcb/2011117,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996131281&doi=10.1051%2fmbcb%2f2011117&partnerID=40&md5=f02d20c648971684df395bf2deabd70d,2011
140,Study of dental abnormalities in cleft lip and palate: About 85 cases,10.1051/mbcb/2011002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996129877&doi=10.1051%2fmbcb%2f2011002&partnerID=40&md5=a22fbfe0ce919a45d7c63d276a70fe6a,2011
141,Oral lesions of HIV-infected children in West Africa in the era of antiretroviral treatments,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979859246&partnerID=40&md5=07383fd7c2324689f2d54b8af7a609f9,2011
142,"Prevalence and socio-economic disparities in fissure sealant placement among adolescents in the Limpopo Province, South Africa.",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875659226&partnerID=40&md5=1eb5985ff63b7d4698cf245f472f4d0a,2011
143,Impact of poor dental ergonomical practice.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872046143&partnerID=40&md5=0ae592bff20af4bfcb6aa943c6666d28,2011
144,Principal motives for toothbrushing in a population of South African adolescents: implications for oral health promotion.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872026492&partnerID=40&md5=54e33f47ae08a4f7dceeb3431479c9ef,2011
145,Profile of the dental therapy graduate at the University of KwaZulu-Natal.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872009433&partnerID=40&md5=05a2f44e1ab3b56ff7287377c720e3ed,2011
146,"Clinical correlates of oral malodour in a population of patients attending a preventive clinic in Pretoria, South Africa.",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872007109&partnerID=40&md5=326d2fa14a1bb4e3687bdcffe930069b,2011
147,Mandibular sites prone to fracture: analysis of 174 cases in a Nigerian tertiary hospital.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864312109&partnerID=40&md5=38e52e718deac8d1bf9cc7abcca8f0ca,2011
148,A survey of the oral health knowledge and practices of pregnant women in a Nigerian teaching hospital.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861673320&partnerID=40&md5=be07f08d30def1a125261cc0865310ea,2011
149,"Prevalence and awareness of oral manifestations among people living with HIV/AIDS attending counselling and treatment centres in Iringa Municipality, Tanzania",10.4314/thrb.v13i3.67430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856238079&doi=10.4314%2fthrb.v13i3.67430&partnerID=40&md5=364d138e66ad3213802e3a7b2158a983,2011
150,A retrospective histopathological review of oral squamous cell carcinoma in a Nigerian teaching hospital.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855521151&partnerID=40&md5=a4946ae919589a55ffe1ac28aff1252d,2011
151,"Candidiasis in HIV and AIDS patients attending the Nylon Health District hospital in Douala, Cameroon",10.5455/pmb.20110826124940,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855164391&doi=10.5455%2fpmb.20110826124940&partnerID=40&md5=dda93108bb1d97c243cec6b21d62113e,2011
152,GambiaDentCare - Evaluation of a primary oral health-care programme in West Africa,10.1055/s-0030-1267944,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84655176682&doi=10.1055%2fs-0030-1267944&partnerID=40&md5=f1e0c9cc48b4bb07afc6af0620226a9e,2011
153,Prosthetic rehabilitation: Needs in Senegalese dental offices,10.1007/s13149-011-0142-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82755192340&doi=10.1007%2fs13149-011-0142-8&partnerID=40&md5=ca8376299bf08f9c08bfb50bdf5b44eb,2011
154,Prenatal exposure to dental amalgam: Evidence from the Seychelles Child Development Study main cohort,10.14219/jada.archive.2011.0114,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82155186716&doi=10.14219%2fjada.archive.2011.0114&partnerID=40&md5=a7e5097a387cb552e2c9d79069d2f27b,2011
155,"Oral squamous cell carcinoma, socioeconomic status and history of exposure to alcohol and tobacco",10.1016/S0027-9684(15)30364-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052345368&doi=10.1016%2fS0027-9684%2815%2930364-3&partnerID=40&md5=1cd7381e55b544e8b5a4f3ef5f0c3bcd,2011
156,Oral manifestations in HIV/AIDS-infected children,10.1055/s-0039-1698894,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961218528&doi=10.1055%2fs-0039-1698894&partnerID=40&md5=557761b704d1cfd43dcdcaa089089e50,2011
157,"Pattern of presentation of oral health conditions among children at the university of port harcourt teaching hospital (UPTH), port harcourt, Nigeria",10.4034/PBOCI.2011.111.16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960668442&doi=10.4034%2fPBOCI.2011.111.16&partnerID=40&md5=555aee0870e112a68fb00e649fe75f7c,2011
158,"Prevalence and susceptibility pattern of bacterial isolates of dental caries in a secondary health care institution, Nigeria",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960167704&partnerID=40&md5=f80426bfec60350fcf07abc40e02d4b2,2011
159,Assessment of time taken to treat dental trauma in Nigerian children,10.1007/BF03262777,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955707854&doi=10.1007%2fBF03262777&partnerID=40&md5=fd35067d5661bbcb41f9812f5b6424d3,2011
160,Assessment of oral health-related quality of life in Nigerian children using the Child Perceptions Questionnaire (CPQ 11-14),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955092472&partnerID=40&md5=aef49724c5f0da81d18b230958efa5b5,2011
161,"The incidence of cleft lip and palate in Addis Ababa, Ethiopia",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953734856&partnerID=40&md5=0bc240b3e4efc0e4f5b20d72d5483b76,2011
162,Evaluation of preventive care in the dentistry department clinics of the University Cheikh Anta Diop in Dakar,10.26719/2011.17.1.69,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751509326&doi=10.26719%2f2011.17.1.69&partnerID=40&md5=0107c49fd9a79476ea297c4c0a7020d1,2011
163,Oral health status and behaviour of Mauritians visiting private dental clinics,10.1108/09654281111094964,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650189321&doi=10.1108%2f09654281111094964&partnerID=40&md5=a9d338a5a2d26ac2e6fa05d750bd4474,2011
164,"Association between knowledge of caries preventive practices, preventive oral health habits of parents and children and caries experience in children resident in sub-urban Nigeria",10.1186/1472-6831-14-156,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928715859&doi=10.1186%2f1472-6831-14-156&partnerID=40&md5=1332d11529623d6cf615f58c8abe1496,2014
165,Pregnancy related changes in human salivary secretion and composition in a Nigerian population,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941040378&partnerID=40&md5=4deaa5b741e47e1eb69da1a204673b1b,2014
166,Resident obstetricians' awareness of the oral health component in management of nausea and vomiting in pregnancy,10.1186/s12884-014-0388-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925381524&doi=10.1186%2fs12884-014-0388-9&partnerID=40&md5=a37d967babf34532ea915a2e0d1aa220,2014
167,An audit of school oral health education program in a developing country,10.4103/2231-0762.144600,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980051454&doi=10.4103%2f2231-0762.144600&partnerID=40&md5=69cb69ede588a21ed9f93714793523a7,2014
168,"Knowledge, attitudes and practices of oral health care workers in Lesotho regarding the management of patients with oral manifestations of HIV/AIDS",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953886724&partnerID=40&md5=7b6162339bd5161874b6a533e12107ab,2014
169,"Tobacco use, alcohol consumption and self-rated oral health among Nigerian prison officials",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914106230&partnerID=40&md5=732a7b419edc665d59de37dec8146518,2014
170,Relationship between obesity and oral diseases,10.4103/1119-3077.144378,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910658244&doi=10.4103%2f1119-3077.144378&partnerID=40&md5=055b5069602231469351738ddc992c60,2014
